date,sleep_hours,study_hours,training_hours,stress,fatigue,productivity
2023-03-29,9.9,2.54,1.38,3.21,1.0,9.28
2023-03-30,9.38,2.5,0.71,2.35,1.09,10.0
2023-03-31,9.54,2.62,0.56,4.3,1.77,9.41
2023-04-01,9.91,2.98,1.09,3.57,1.73,9.57
2023-04-02,9.62,3.12,0.9,3.71,1.59,10.0
2023-04-03,9.12,3.78,0.8,2.9,1.96,9.15
2023-04-04,9.94,2.5,1.14,3.88,1.43,8.95
2023-04-05,9.63,3.49,1.05,3.04,1.27,10.0
2023-04-06,9.33,2.89,0.89,4.33,2.0,9.61
2023-04-07,9.14,2.98,0.74,2.84,1.59,10.0
2023-04-08,9.79,3.34,1.17,3.01,1.39,9.99
2023-04-09,9.62,2.44,1.13,2.43,1.42,10.0
2023-04-10,9.53,3.19,0.98,3.41,1.12,9.94
