date,sleep_hours,study_hours,training_hours,stress,fatigue,productivity
2023-03-18,6.62,3.01,1.1,7.15,8.25,4.24
2023-03-19,6.89,4.45,0.7,8.14,9.22,4.51
2023-03-20,5.76,2.74,1.03,7.92,9.3,3.28
2023-03-21,7.07,5.72,0.81,9.45,9.34,5.19
2023-03-22,6.67,3.63,1.06,8.4,9.05,5.33
2023-03-23,6.29,2.14,1.33,6.4,8.48,3.92
2023-03-24,6.82,1.93,1.79,8.19,8.49,3.72
2023-03-25,7.64,3.48,0.38,8.46,8.45,5.03
2023-03-26,6.59,2.78,2.07,8.76,8.7,4.36
2023-03-27,6.62,3.71,0.02,9.02,9.09,4.48
2023-03-28,6.27,3.47,0.92,8.98,9.14,3.84
2023-03-29,6.08,2.93,1.29,8.57,9.2,3.27
2023-03-30,6.92,2.15,1.14,7.71,8.97,4.16
2023-03-31,6.07,1.49,0.69,5.82,9.13,4.09
2023-04-01,6.54,2.55,0.9,8.25,8.95,4.01
2023-04-02,6.26,3.86,0.75,8.56,9.81,3.76
2023-04-03,6.74,3.21,0.71,8.21,8.8,4.52
2023-04-04,6.67,1.75,1.42,6.52,9.24,4.49
2023-04-05,7.02,3.17,1.18,7.09,9.34,5.06
2023-04-06,6.24,3.39,0.65,9.15,9.44,3.58
2023-04-07,6.37,2.12,1.45,7.93,9.51,3.3
2023-04-08,6.01,3.15,1.15,8.85,9.4,3.37
2023-04-09,6.28,3.06,1.41,8.37,9.99,3.98
2023-04-10,6.69,1.86,1.31,7.83,9.23,3.13
