date,sleep_hours,study_hours,training_hours,stress,fatigue,productivity
2023-03-17,9.23,1.79,1.61,8.02,7.86,4.42
2023-03-18,8.13,4.24,1.44,9.28,6.55,5.66
2023-03-19,7.55,4.77,2.88,10.0,7.98,4.25
2023-03-20,8.14,2.52,2.47,9.81,6.91,4.42
2023-03-21,5.02,5.14,2.64,10.0,10.0,3.84
2023-03-22,7.67,4.34,2.36,10.0,10.0,4.77
2023-03-23,8.54,3.58,1.44,8.41,6.2,6.44
2023-03-24,10.22,4.63,1.74,10.0,5.67,6.83
2023-03-25,7.22,6.0,2.24,10.0,9.08,5.13
2023-03-26,6.79,4.18,1.39,10.0,8.4,4.22
2023-03-27,7.25,4.25,2.36,10.0,9.55,3.74
2023-03-28,9.37,3.54,1.88,10.0,6.98,6.73
2023-03-29,8.49,3.15,1.81,10.0,6.39,6.03
2023-03-30,7.21,4.83,2.36,10.0,8.42,4.87
2023-03-31,8.77,3.14,2.22,8.51,7.8,5.75
2023-04-01,8.15,4.07,1.82,10.0,7.92,5.28
2023-04-02,9.45,3.52,2.58,10.0,7.0,5.18
2023-04-03,6.95,4.48,1.46,10.0,8.78,4.17
2023-04-04,7.51,4.33,2.31,9.46,8.74,4.6
2023-04-05,7.41,5.04,2.3,9.95,9.14,4.37
2023-04-06,5.8,3.49,1.85,10.0,8.82,3.28
2023-04-07,8.44,3.73,2.16,10.0,6.79,6.64
2023-04-08,8.39,3.02,1.37,10.0,6.83,5.5
2023-04-09,8.01,3.56,2.46,10.0,8.41,4.62
2023-04-10,7.65,4.38,1.91,10.0,6.61,5.89
