date,sleep_hours,study_hours,training_hours,stress,fatigue,productivity
2023-05-08,7.15,3.08,1.24,8.23,4.92,5.39
2023-05-09,8.15,2.14,0.72,7.21,3.67,6.29
2023-05-10,7.24,4.52,1.32,7.6,5.64,6.09
2023-05-11,5.67,3.54,1.1,7.21,5.02,6.2
2023-05-12,8.1,1.96,0.24,6.02,1.47,6.54
2023-05-13,6.41,2.81,1.77,7.38,6.15,6.85
2023-05-14,8.71,2.12,1.9,8.73,5.35,6.64
2023-05-15,6.62,1.62,0.69,9.57,2.79,5.39
2023-05-16,10.32,3.93,0.81,6.14,2.78,9.1
2023-05-17,6.83,4.91,1.14,6.05,6.42,6.58
2023-05-18,7.52,1.6,1.17,7.07,6.85,5.25
2023-05-19,9.22,3.56,1.33,10.0,4.39,7.1
2023-05-20,6.15,2.35,2.01,6.11,5.07,6.14
2023-05-21,8.34,2.51,0.91,9.35,4.33,6.05
2023-05-22,9.96,2.41,0.6,9.42,4.99,6.3
2023-05-23,5.59,2.14,0.31,5.91,5.04,4.98
2023-05-24,8.28,3.05,0.63,7.71,3.8,6.72
2023-05-25,8.39,2.17,0.98,9.18,3.95,6.69
2023-05-26,9.17,3.27,1.9,6.68,3.5,8.46
2023-05-27,6.14,2.95,0.74,6.95,5.79,3.7
2023-05-28,6.02,2.76,1.11,6.77,7.38,4.89
2023-05-29,8.78,2.09,0.99,5.31,4.55,7.31
2023-05-30,8.45,2.42,1.59,6.1,4.33,7.2
2023-05-31,8.38,3.76,2.26,5.91,4.72,7.61
2023-06-01,8.52,3.5,0.73,6.92,3.03,8.25
2023-06-02,6.98,2.02,0.76,5.87,5.95,5.96
2023-06-03,8.35,3.1,1.52,7.67,4.67,6.42
2023-06-04,8.44,3.75,1.34,5.12,4.62,8.04
2023-06-05,6.93,1.33,1.92,8.15,8.38,3.39
2023-06-06,10.8,3.54,1.29,8.47,3.87,7.53
2023-06-07,8.71,2.34,0.82,3.66,3.53,7.81
2023-06-08,6.21,3.57,1.3,8.11,5.44,5.85
2023-06-09,8.98,2.24,1.55,9.06,5.42,6.54
2023-06-10,6.54,1.2,1.41,5.05,5.36,5.87
2023-06-11,9.18,1.37,1.25,8.79,2.49,7.34
2023-06-12,9.74,3.05,1.53,8.0,4.97,7.52
2023-06-13,6.77,3.26,1.58,6.37,4.91,6.06
2023-06-14,9.45,2.1,1.69,7.24,5.9,6.86
2023-06-15,8.62,3.64,1.32,8.48,5.76,6.81
2023-06-16,9.23,1.34,0.92,6.47,3.39,7.61
2023-06-17,10.85,2.93,1.07,7.94,4.66,8.37
2023-06-18,7.63,1.79,1.6,5.62,4.93,6.8
2023-06-19,6.87,2.35,0.59,7.33,6.0,5.23
2023-06-20,6.67,3.05,1.18,5.35,5.99,6.54
2023-06-21,6.78,2.14,0.8,6.58,4.35,5.86
2023-06-22,7.88,2.62,1.01,5.56,4.15,6.62
2023-06-23,8.51,4.01,1.64,6.78,5.9,6.97
2023-06-24,8.42,2.42,1.1,8.74,4.16,5.95
2023-06-25,9.24,3.84,1.02,8.89,3.95,6.98
2023-06-26,8.02,1.87,0.32,7.26,3.47,6.32
2023-06-27,10.18,3.53,1.37,5.69,4.31,8.19
2023-06-28,7.6,4.44,1.32,7.74,7.41,5.63
2023-06-29,12.0,0.53,2.08,7.89,1.45,8.04
2023-06-30,8.94,2.2,0.85,6.96,4.16,7.06
2023-07-01,6.71,3.58,1.11,10.0,6.99,4.42
2023-07-02,6.39,2.8,1.12,7.87,5.51,4.78
2023-07-03,8.72,3.37,1.79,7.86,5.12,7.27
2023-07-04,7.66,2.4,0.95,6.3,3.78,7.24
2023-07-05,9.07,3.09,1.14,7.42,4.74,6.29
2023-07-06,8.71,2.84,1.3,6.87,4.28,6.83
2023-07-07,7.89,4.17,1.09,8.86,6.1,5.56
2023-07-08,6.73,3.25,0.78,8.98,6.63,4.18
2023-07-09,5.73,3.34,1.1,6.87,8.61,4.54
2023-07-10,7.33,2.59,1.54,5.39,5.74,6.25
2023-07-11,9.28,2.51,0.49,4.01,4.29,7.84
2023-07-12,8.32,2.57,1.07,7.8,4.76,5.36
2023-07-13,6.13,3.39,0.65,5.63,5.39,6.19
2023-07-14,8.26,2.58,1.6,4.03,5.05,6.89
2023-07-15,8.58,3.29,0.24,7.46,4.12,6.92
2023-07-16,6.67,5.08,0.72,10.0,6.0,5.42
2023-07-17,8.23,3.87,1.19,7.75,6.22,6.99
2023-07-18,8.09,2.67,1.78,8.36,3.84,6.05
2023-07-19,6.29,4.2,0.97,8.08,7.03,3.47
2023-07-20,8.54,2.59,0.72,6.99,5.71,6.33
2023-07-21,8.84,0.96,1.94,8.06,4.04,7.35
2023-07-22,9.62,1.99,0.28,5.55,1.52,9.14
2023-07-23,9.58,1.13,0.0,6.3,2.83,7.43
2023-07-24,5.93,2.65,1.22,8.06,7.11,3.98
2023-07-25,6.59,3.02,0.75,6.22,5.44,6.19
2023-07-26,8.77,4.68,0.49,8.77,3.65,6.93
2023-07-27,8.77,3.33,1.35,6.95,4.05,7.75
2023-07-28,8.77,2.78,1.12,6.09,5.24,7.27
2023-07-29,12.0,3.83,0.72,7.86,3.46,9.64
2023-07-30,8.86,0.79,0.36,4.71,3.56,8.5
2023-07-31,9.7,3.24,1.44,7.19,3.72,8.23
2023-08-01,9.43,3.77,1.33,7.3,3.92,7.71
2023-08-02,8.98,1.52,0.95,7.99,3.08,6.84
2023-08-03,7.53,4.14,1.92,8.94,7.07,4.7
2023-08-04,9.14,3.34,0.46,6.87,3.87,7.19
2023-08-05,6.84,2.58,0.24,8.35,6.36,4.37
2023-08-06,7.64,3.63,0.65,9.69,6.56,4.78
2023-08-07,7.27,5.27,0.98,9.04,6.62,5.86
2023-08-08,8.12,3.18,1.12,7.18,4.37,6.45
2023-08-09,11.47,3.25,0.88,4.97,3.49,10.0
2023-08-10,5.2,2.54,1.18,5.74,6.12,4.9
2023-08-11,9.03,2.15,0.37,5.91,3.09,7.57
2023-08-12,5.58,3.83,1.72,7.08,6.64,4.99
2023-08-13,7.29,2.14,0.96,6.41,3.8,6.53
2023-08-14,9.63,3.07,1.56,7.53,5.3,7.64
2023-08-15,8.1,2.52,1.17,7.74,4.23,6.06
2023-08-16,6.38,3.48,1.23,7.49,5.95,5.09
2023-08-17,6.93,3.33,1.28,8.26,5.74,5.36
2023-08-18,9.02,4.04,1.22,7.53,4.28,6.95
2023-08-19,6.9,2.49,1.32,4.36,5.9,5.86
2023-08-20,8.32,2.73,1.66,5.76,4.25,7.19
2023-08-21,8.07,2.02,1.1,6.81,5.46,6.48
2023-08-22,7.02,2.56,1.35,5.15,3.92,7.06
2023-08-23,11.22,3.38,0.96,7.88,3.39,8.73
2023-08-24,8.95,3.76,1.72,10.0,6.56,6.4
2023-08-25,4.96,2.08,0.66,8.67,5.07,3.91
2023-08-26,8.28,3.87,1.9,7.28,4.33,7.64
2023-08-27,7.01,4.36,0.98,10.0,6.07,5.16
2023-08-28,9.28,3.41,0.28,7.18,4.28,7.45
2023-08-29,6.81,4.88,1.06,7.5,6.13,5.78
2023-08-30,7.83,2.23,0.66,5.98,5.15,5.03
2023-08-31,8.76,1.76,1.42,6.48,4.89,6.64
2023-09-01,9.3,1.22,0.67,5.95,4.84,7.43
2023-09-02,6.2,4.5,0.78,8.12,6.37,5.72
2023-09-03,7.5,3.65,0.06,7.3,4.75,6.72
2023-09-04,7.29,2.94,0.77,7.27,5.77,6.28
2023-09-05,7.02,3.28,0.0,8.05,7.05,4.73
2023-09-06,10.65,1.87,0.21,8.01,2.96,7.75
2023-09-07,8.61,5.45,1.38,9.29,4.09,7.27
2023-09-08,6.11,3.13,1.39,5.52,6.96,5.23
2023-09-09,9.38,3.11,1.21,3.28,4.05,9.1
2023-09-10,11.18,3.73,0.52,7.89,1.09,10.0
2023-09-11,9.55,3.48,0.98,5.28,4.97,7.92
2023-09-12,5.72,3.22,1.0,7.01,5.44,5.04
2023-09-13,7.27,2.21,0.42,4.99,4.8,6.33
2023-09-14,9.9,3.47,1.75,4.75,4.42,9.07
2023-09-15,6.94,4.88,1.44,8.9,5.98,5.17
2023-09-16,8.67,4.35,0.89,8.8,5.42,5.49
2023-09-17,9.16,4.59,1.01,6.64,4.1,7.91
2023-09-18,6.61,2.49,1.1,3.37,5.92,5.74
2023-09-19,7.91,2.01,0.0,5.62,4.19,6.24
2023-09-20,4.0,2.87,0.88,8.21,7.49,2.98
2023-09-21,6.46,3.06,0.66,5.12,6.13,5.53
2023-09-22,7.62,4.09,0.5,7.49,4.17,7.51
2023-09-23,6.13,1.31,0.86,6.92,6.46,4.45
2023-09-24,10.45,4.53,1.9,8.5,3.52,8.9
2023-09-25,5.85,2.84,1.32,7.77,6.72,4.85
2023-09-26,7.34,2.57,0.71,5.6,5.36,5.62
2023-09-27,8.2,1.99,1.29,9.05,6.4,5.63
2023-09-28,10.16,1.35,1.7,6.34,3.31,7.97
2023-09-29,5.85,3.82,1.46,7.7,5.78,5.7
2023-09-30,9.74,3.07,1.03,5.62,3.93,7.71
2023-10-01,8.02,1.71,0.68,5.89,4.17,5.79
2023-10-02,6.53,1.7,1.35,5.81,6.14,5.66
2023-10-03,8.69,2.66,1.2,6.46,2.81,8.0
2023-10-04,8.3,4.67,1.45,10.0,4.02,6.49
2023-10-05,7.1,2.74,1.32,5.0,4.19,6.53
2023-10-06,8.1,1.5,1.52,4.59,5.5,7.19
2023-10-07,7.42,2.75,0.73,9.59,6.7,3.98
2023-10-08,8.17,2.73,1.66,6.95,4.69,7.64
2023-10-09,8.99,0.3,1.1,5.14,3.62,6.61
2023-10-10,10.38,2.95,2.04,8.83,3.88,8.2
2023-10-11,6.14,2.77,0.66,6.47,6.78,4.66
2023-10-12,11.2,3.7,1.87,9.93,2.58,9.03
2023-10-13,5.07,4.85,1.1,9.18,6.9,4.12
2023-10-14,7.77,4.13,0.67,6.92,6.06,6.26
2023-10-15,8.88,2.73,0.76,10.0,4.76,5.98
2023-10-16,8.42,1.89,0.84,5.81,4.53,6.26
2023-10-17,7.07,5.57,1.21,9.51,6.82,6.02
2023-10-18,7.69,3.06,1.26,7.21,2.32,7.2
2023-10-19,7.26,3.01,0.71,9.22,5.79,4.95
2023-10-20,7.12,2.98,0.99,9.45,4.58,4.98
2023-10-21,9.27,3.2,2.07,7.15,2.59,7.17
2023-10-22,8.54,2.86,1.86,6.32,5.18,7.01
2023-10-23,6.96,2.43,1.22,8.11,6.62,6.04
2023-10-24,9.35,2.45,1.02,5.8,3.88,8.16
2023-10-25,8.46,2.97,1.06,10.0,5.53,5.62
2023-10-26,9.22,2.46,1.31,7.48,5.75,6.41
2023-10-27,8.94,2.29,0.49,6.36,5.4,6.58
2023-10-28,6.76,3.11,0.87,7.89,7.06,5.07
2023-10-29,7.16,2.75,0.17,5.0,5.74,5.44
2023-10-30,9.12,4.5,1.2,6.18,4.66,8.66
2023-10-31,8.92,0.35,1.32,7.76,2.27,7.22
2023-11-01,7.97,4.09,0.76,6.41,4.74,7.49
2023-11-02,8.18,4.25,1.79,6.1,4.28,8.11
2023-11-03,9.92,0.93,0.39,7.29,5.47,6.18
2023-11-04,7.11,2.66,0.27,8.63,4.85,5.61
2023-11-05,8.82,2.63,1.11,8.09,4.46,6.98
2023-11-06,7.7,1.59,1.52,8.49,5.32,5.19
2023-11-07,7.67,2.22,1.84,6.08,5.02,6.26
2023-11-08,9.65,1.89,0.77,4.75,5.41,7.38
2023-11-09,9.24,4.75,1.54,9.94,4.02,8.27
2023-11-10,9.22,3.94,0.98,6.91,4.56,7.06
2023-11-11,9.96,4.27,0.91,6.84,3.32,7.95
2023-11-12,8.03,3.72,1.44,9.28,3.7,6.86
2023-11-13,9.02,1.87,1.33,7.49,3.52,7.13
2023-11-14,7.53,2.48,0.21,7.43,4.73,5.88
2023-11-15,8.49,3.49,1.74,10.0,4.37,6.64
2023-11-16,7.8,1.78,1.69,5.89,4.1,6.7
2023-11-17,8.15,3.71,0.69,8.39,3.39,7.74
2023-11-18,8.89,2.76,1.2,7.13,4.27,6.36
2023-11-19,6.77,2.63,1.25,7.34,3.89,5.74
2023-11-20,11.14,3.71,1.13,9.57,4.16,7.91
2023-11-21,6.49,3.44,0.72,8.14,5.67,4.41
2023-11-22,6.18,2.64,0.66,7.62,4.11,5.43
2023-11-23,9.74,4.16,0.99,8.93,3.85,8.54
2023-11-24,9.19,1.92,1.59,6.17,3.36,7.76
2023-11-25,8.94,3.62,1.27,6.17,4.83,7.73
2023-11-26,8.94,3.59,0.81,5.9,5.75,6.55
2023-11-27,7.98,2.69,1.39,3.86,2.95,7.94
2023-11-28,6.65,3.33,0.0,10.0,5.46,4.39
2023-11-29,8.11,1.75,1.57,5.24,4.45,6.82
2023-11-30,6.98,3.92,0.13,7.08,5.99,6.32
2023-12-01,9.46,2.82,0.82,6.51,4.21,7.85
2023-12-02,7.78,2.48,0.44,7.12,3.94,5.84
2023-12-03,6.76,4.05,0.35,8.58,5.18,5.68
2023-12-04,7.52,2.3,1.58,8.3,4.22,6.33
2023-12-05,8.62,1.59,0.77,5.89,5.24,6.98
2023-12-06,7.15,1.44,1.17,6.53,4.97,6.45
2023-12-07,6.77,3.61,0.98,8.28,7.43,4.26
2023-12-08,8.37,1.72,1.24,6.39,4.35,6.28
2023-12-09,8.37,4.75,1.04,10.0,4.26,6.16
2023-12-10,7.24,0.92,0.36,6.75,3.13,5.8
2023-12-11,7.29,4.7,1.5,8.72,3.8,7.17
2023-12-12,8.35,3.21,0.75,7.79,3.04,7.73
2023-12-13,5.83,2.9,0.22,8.89,5.98,4.14
2023-12-14,5.89,2.46,0.79,7.49,6.22,4.37
2023-12-15,6.92,3.4,1.75,5.39,3.99,7.31
2023-12-16,7.68,2.96,1.43,8.1,5.94,5.33
2023-12-17,8.47,4.1,0.83,6.35,4.27,8.65
2023-12-18,10.21,3.11,0.83,6.16,3.83,7.51
2023-12-19,9.29,3.15,0.84,8.23,5.76,6.58
2023-12-20,7.76,2.64,2.04,9.46,5.96,6.44
2023-12-21,7.97,2.94,1.19,7.18,4.57,6.64
2023-12-22,6.5,3.31,1.22,7.77,4.77,5.71
2023-12-23,7.97,1.29,1.52,8.88,2.43,6.24
2023-12-24,7.57,1.65,1.12,7.0,4.05,6.07
2023-12-25,8.48,3.74,0.87,10.0,4.47,6.99
2023-12-26,6.76,3.17,0.9,7.96,4.44,4.75
2023-12-27,8.78,2.82,0.96,4.34,4.24,8.68
2023-12-28,10.3,3.02,0.98,8.08,3.73,7.13
2023-12-29,7.84,3.35,1.36,7.94,4.8,6.33
2023-12-30,8.6,2.46,1.03,8.73,3.75,6.36
2023-12-31,9.04,2.22,1.37,7.96,4.37,7.08
