date,sleep_hours,study_hours,training_hours,stress,fatigue,productivity
2023-04-01,11.16,3.01,2.62,10.0,8.21,7.14
2023-04-02,8.62,3.57,1.79,4.71,9.57,6.57
2023-04-03,4.05,0.4,1.8,10.0,9.8,1.0
2023-04-04,11.46,4.5,2.0,9.33,8.1,7.2
2023-04-05,8.65,1.26,0.53,10.0,7.31,4.27
2023-04-06,6.01,5.39,2.74,10.0,9.74,3.17
2023-04-07,4.25,1.23,1.26,10.0,8.94,1.39
2023-04-08,10.15,1.14,1.15,6.28,7.15,5.89
2023-04-09,8.58,0.22,1.56,8.93,2.5,5.77
2023-04-10,7.8,2.83,0.14,7.44,9.62,3.95
